codigo_producto,nombre_producto,categoria,stock_actual,stock_minimo,cantidad_vendida,fecha_venta,dias_para_vencer,stock_norm,ventas_norm,nivel_rotacion,indice_rotacion,urgencia_stock,riesgo_vencimiento,rotacion_num,demanda_norm,prioridad
P0460,Arena para gato,Mascotas,234,76,147,2025-03-04,294,0.7777777777777778,0.9865771812080537,Alta,0.6282051282051282,0.3247863247863248,0,1.0,0.9865771812080537,0.8609304193196811
P0022,Salsa de soya,Comida Asiatica,137,66,129,2025-10-10,121,0.4409722222222222,0.8657718120805369,Alta,0.9416058394160584,0.48175182481751827,0,1.0,0.8657718120805369,0.8560819085876648
P0350,Sarten antiadherente,Cocina,79,60,101,2025-07-05,132,0.23958333333333331,0.6778523489932886,Alta,1.2784810126582278,0.759493670886076,0,1.0,0.6778523489932886,0.8552544388752018
P0056,Repisa modular,Hogar,115,34,147,2025-05-25,120,0.3645833333333333,0.9865771812080537,Alta,1.2782608695652173,0.2956521739130435,0,1.0,0.9865771812080537,0.8551035891450248
P0234,Polo basico,Ropa,111,45,136,2025-09-24,214,0.3506944444444444,0.912751677852349,Alta,1.2252252252252251,0.40540540540540543,0,1.0,0.912751677852349,0.8549065844367858
P0457,Fideos udon,Comida Asiatica,237,79,143,2025-07-22,192,0.7881944444444444,0.959731543624161,Alta,0.6033755274261603,0.3333333333333333,0,1.0,0.959731543624161,0.854586129753915
P0166,Lapicero gel,Papeleria,174,58,142,2025-08-11,311,0.5694444444444444,0.9530201342281879,Alta,0.8160919540229885,0.3333333333333333,0,1.0,0.9530201342281879,0.852572706935123
P0045,Figura Feng Shui,Decoracion,108,64,116,2025-07-10,253,0.3402777777777778,0.7785234899328859,Alta,1.0740740740740742,0.5925925925925926,0,1.0,0.7785234899328859,0.8520755654983843
P0482,Palillos chinos,Cocina,207,60,145,2025-07-05,218,0.6840277777777778,0.9731543624161073,Alta,0.7004830917874396,0.2898550724637681,0,1.0,0.9731543624161074,0.8499173232175858
P0091,Incienso japones,Decoracion,237,68,145,2025-07-20,212,0.7881944444444444,0.9731543624161073,Alta,0.6118143459915611,0.2869198312236287,0,1.0,0.9731543624161074,0.8493302749695579
P0362,Shampoo canino,Mascotas,207,55,147,2025-02-04,302,0.6840277777777778,0.9865771812080537,Alta,0.7101449275362319,0.26570048309178745,0,1.0,0.9865771812080537,0.8491132509807736
P0334,Mochi,Comida Asiatica,87,45,122,2025-04-29,190,0.2673611111111111,0.8187919463087248,Alta,1.4022988505747127,0.5172413793103449,0,1.0,0.8187919463087249,0.8490858597546864
P0219,Incienso japones,Decoracion,287,72,148,2025-12-18,242,0.9618055555555555,0.9932885906040269,Alta,0.5156794425087108,0.2508710801393728,0,1.0,0.9932885906040269,0.8481607932090826
P0309,Crema hidratante,Belleza,82,19,149,2025-06-12,66,0.25,1.0,Alta,1.8170731707317074,0.23170731707317074,0,1.0,1.0,0.8463414634146342
P0281,Taza termica,Cocina,153,40,146,2025-01-02,77,0.4965277777777778,0.9798657718120806,Alta,0.954248366013072,0.26143790849673204,0,1.0,0.9798657718120806,0.8462473132429706
P0100,Juguete para perro,Mascotas,231,61,145,2025-04-22,255,0.767361111111111,0.9731543624161073,Alta,0.6277056277056277,0.26406926406926406,0,1.0,0.9731543624161074,0.844760161538685
P0175,Ramen coreano,Comida Asiatica,43,21,122,2025-03-17,87,0.11458333333333333,0.8187919463087248,Alta,2.8372093023255816,0.4883720930232558,0,1.0,0.8187919463087249,0.8433120024972687
P0142,Fideos udon,Comida Asiatica,19,9,123,2025-11-26,353,0.03125,0.825503355704698,Alta,6.473684210526316,0.47368421052631576,0,1.0,0.825503355704698,0.8423878488166725
P0046,Figura Feng Shui,Decoracion,170,71,128,2025-01-18,281,0.5555555555555556,0.8590604026845637,Alta,0.7529411764705882,0.4176470588235294,0,1.0,0.8590604026845637,0.841247532570075
P0312,Luz LED USB,Electronica,34,17,117,2025-01-25,79,0.08333333333333333,0.785234899328859,Alta,3.4411764705882355,0.5,0,1.0,0.785234899328859,0.8355704697986577
P0058,Cepillo facial,Belleza,138,62,122,2025-01-01,239,0.4444444444444444,0.8187919463087248,Alta,0.8840579710144928,0.4492753623188406,0,1.0,0.8187919463087249,0.8354926563563856
P0180,Stickers decorativos,Papeleria,107,59,111,2025-06-01,246,0.3368055555555555,0.7449664429530202,Alta,1.0373831775700935,0.5514018691588785,0,1.0,0.7449664429530202,0.8337703067176817
P0087,Mini ventilador USB,Electronica,212,40,147,2025-01-20,47,0.7013888888888888,0.9865771812080537,Alta,0.6933962264150944,0.18867924528301888,0,1.0,0.9865771812080537,0.8337090034190199
P0335,Caja multiuso,Hogar,158,40,140,2025-12-13,258,0.5138888888888888,0.9395973154362416,Alta,0.8860759493670886,0.25316455696202533,0,1.0,0.9395973154362416,0.8325121060232776
P0416,Ramen coreano,Comida Asiatica,166,55,132,2025-11-07,348,0.5416666666666666,0.8859060402684563,Alta,0.7951807228915663,0.3313253012048193,0,1.0,0.8859060402684564,0.8320368723215008
P0483,Juguete para perro,Mascotas,226,59,138,2025-06-24,23,0.75,0.9261744966442953,Alta,0.6106194690265486,0.2610619469026549,1,1.0,0.9261744966442953,0.8300647383738196
P0013,Pijama,Ropa,18,5,136,2025-03-04,139,0.027777777777777776,0.912751677852349,Alta,7.555555555555555,0.2777777777777778,0,1.0,0.912751677852349,0.8293810589112602
P0130,Figura Feng Shui,Decoracion,147,48,130,2025-01-13,168,0.4756944444444444,0.87248322147651,Alta,0.8843537414965986,0.32653061224489793,0,1.0,0.87248322147651,0.8270510888919326
P0391,Pijama,Ropa,205,29,148,2025-06-03,133,0.6770833333333333,0.9932885906040269,Alta,0.7219512195121951,0.14146341463414633,0,1.0,0.9932885906040269,0.8262792601080373
P0207,Pijama,Ropa,132,33,137,2025-07-14,226,0.4236111111111111,0.9194630872483222,Alta,1.0378787878787878,0.25,0,1.0,0.9194630872483222,0.8258389261744967
P0074,Palillos chinos,Cocina,109,16,147,2025-03-17,265,0.34375,0.9865771812080537,Alta,1.348623853211009,0.14678899082568808,0,1.0,0.9865771812080537,0.8253309525275537
P0181,Mini ventilador USB,Electronica,298,40,148,2025-08-15,244,0.9999999999999999,0.9932885906040269,Alta,0.4966442953020134,0.1342281879194631,0,1.0,0.9932885906040269,0.8248322147651006
P0406,Mascarilla coreana,Belleza,284,51,142,2025-04-30,317,0.9513888888888888,0.9530201342281879,Alta,0.5,0.1795774647887324,0,1.0,0.9530201342281879,0.8218215332262028
P0002,Sarten antiadherente,Cocina,97,28,131,2025-05-30,309,0.3020833333333333,0.8791946308724832,Alta,1.3505154639175259,0.28865979381443296,0,1.0,0.8791946308724832,0.8214903480246316
P0126,Lapicero gel,Papeleria,182,48,133,2025-11-22,118,0.5972222222222222,0.8926174496644295,Alta,0.7307692307692307,0.26373626373626374,0,1.0,0.8926174496644296,0.8205324876465816
P0177,Lapicero gel,Papeleria,277,57,138,2025-06-22,190,0.9270833333333333,0.9261744966442953,Alta,0.4981949458483754,0.20577617328519857,0,1.0,0.9261744966442953,0.8190075836503283
P0480,Cuaderno kawaii,Papeleria,166,32,139,2025-05-01,65,0.5416666666666666,0.9328859060402684,Alta,0.8373493975903614,0.1927710843373494,0,1.0,0.9328859060402684,0.8184199886795503
P0273,Juguete para perro,Mascotas,208,19,149,2025-11-12,93,0.6875,1.0,Alta,0.7163461538461539,0.09134615384615384,0,1.0,1.0,0.8182692307692309
P0226,Figura Feng Shui,Decoracion,93,10,147,2025-09-14,58,0.2881944444444444,0.9865771812080537,Alta,1.5806451612903225,0.10752688172043011,0,1.0,0.9865771812080537,0.8174785307065021
P0314,Fideos udon,Comida Asiatica,169,47,130,2025-03-01,151,0.5520833333333333,0.87248322147651,Alta,0.7692307692307693,0.2781065088757396,0,1.0,0.87248322147651,0.8173662682181009
P0412,Te verde japones,Comida Asiatica,181,37,137,2025-11-20,35,0.59375,0.9194630872483222,Alta,0.7569060773480663,0.20441988950276244,0,1.0,0.9194630872483222,0.8167229040750492
P0304,Shampoo canino,Mascotas,281,42,142,2025-10-19,151,0.9409722222222222,0.9530201342281879,Alta,0.505338078291815,0.1494661921708185,0,1.0,0.9530201342281879,0.81579927870262
P0323,Ramen coreano,Comida Asiatica,197,15,149,2025-11-04,256,0.6493055555555556,1.0,Alta,0.7563451776649747,0.07614213197969544,0,1.0,1.0,0.8152284263959392
P0065,Fideos udon,Comida Asiatica,169,28,140,2025-06-27,163,0.5520833333333333,0.9395973154362416,Alta,0.8284023668639053,0.16568047337278108,0,1.0,0.9395973154362416,0.8150152893054288
P0158,Juguete para perro,Mascotas,127,67,104,2025-02-18,327,0.40625,0.697986577181208,Alta,0.8188976377952756,0.5275590551181102,0,1.0,0.697986577181208,0.8149077841779845
P0449,Polo basico,Ropa,171,57,123,2025-12-09,42,0.5590277777777778,0.825503355704698,Alta,0.7192982456140351,0.3333333333333333,0,1.0,0.825503355704698,0.814317673378076
P0037,Taza termica,Cocina,161,58,120,2025-06-10,116,0.5243055555555556,0.8053691275167785,Alta,0.7453416149068323,0.36024844720496896,0,1.0,0.8053691275167785,0.8136604276960273
P0418,Stickers decorativos,Papeleria,271,29,145,2025-03-02,268,0.90625,0.9731543624161073,Alta,0.5350553505535055,0.1070110701107011,0,1.0,0.9731543624161074,0.8133485227469724
P0446,Farol decorativo,Decoracion,131,41,124,2025-12-23,35,0.4201388888888889,0.8322147651006712,Alta,0.9465648854961832,0.31297709923664124,0,1.0,0.8322147651006712,0.8122598493775295
P0104,Palillos chinos,Cocina,142,33,132,2025-05-18,184,0.4583333333333333,0.8859060402684563,Alta,0.9295774647887324,0.2323943661971831,0,1.0,0.8859060402684564,0.8122506853199736
P0390,Luz LED USB,Electronica,232,63,128,2025-10-10,325,0.7708333333333333,0.8590604026845637,Alta,0.5517241379310345,0.27155172413793105,0,1.0,0.8590604026845637,0.8120284656329554
P0115,Stickers decorativos,Papeleria,16,7,111,2025-08-26,363,0.02083333333333333,0.7449664429530202,Alta,6.9375,0.4375,0,1.0,0.7449664429530202,0.810989932885906
P0425,Mascarilla coreana,Belleza,201,15,147,2025-11-29,127,0.6631944444444444,0.9865771812080537,Alta,0.7313432835820896,0.07462686567164178,0,1.0,0.9865771812080537,0.8108985274967445
P0095,Shampoo canino,Mascotas,107,5,149,2025-11-07,6,0.3368055555555555,1.0,Alta,1.3925233644859814,0.04672897196261682,1,1.0,1.0,0.8093457943925234
P0392,Palillos chinos,Cocina,274,54,134,2025-07-30,60,0.9166666666666666,0.8993288590604027,Alta,0.48905109489051096,0.19708029197080293,0,1.0,0.8993288590604027,0.8092147161122815
P0225,Salsa de soya,Comida Asiatica,36,71,81,2025-08-24,92,0.09027777777777778,0.5436241610738255,Media,2.25,1.9722222222222223,0,0.5,0.5436241610738255,0.8075316927665921
P0048,Crema hidratante,Belleza,136,31,130,2025-09-30,104,0.4375,0.87248322147651,Alta,0.9558823529411765,0.22794117647058823,0,1.0,0.87248322147651,0.8073332017370707
P0070,Cuaderno kawaii,Papeleria,286,40,138,2025-12-23,192,0.9583333333333333,0.9261744966442953,Alta,0.4825174825174825,0.13986013986013987,0,1.0,0.9261744966442953,0.8058243769653166
P0359,Arena para gato,Mascotas,207,8,148,2025-08-28,47,0.6840277777777778,0.9932885906040269,Alta,0.714975845410628,0.03864734299516908,0,1.0,0.9932885906040269,0.8057160457802418
P0300,Pijama,Ropa,217,66,121,2025-02-24,12,0.71875,0.8120805369127516,Alta,0.5576036866359447,0.30414746543778803,1,1.0,0.8120805369127517,0.804453654161383
P0348,Organizador plastico,Hogar,121,17,137,2025-03-27,234,0.38541666666666663,0.9194630872483222,Alta,1.1322314049586777,0.14049586776859505,0,1.0,0.9194630872483222,0.8039380997282157
P0029,Audifonos Bluetooth,Electronica,256,72,123,2025-09-12,294,0.8541666666666666,0.825503355704698,Alta,0.48046875,0.28125,0,1.0,0.825503355704698,0.8039010067114094
P0284,Juguete para perro,Mascotas,182,51,123,2025-05-21,118,0.5972222222222222,0.825503355704698,Alta,0.6758241758241759,0.2802197802197802,0,1.0,0.825503355704698,0.8036949627553654
P0007,Caja multiuso,Hogar,274,57,130,2025-12-06,92,0.9166666666666666,0.87248322147651,Alta,0.4744525547445255,0.20802919708029197,0,1.0,0.87248322147651,0.8033508058590114
P0486,Farol decorativo,Decoracion,110,52,103,2025-01-28,41,0.3472222222222222,0.6912751677852349,Alta,0.9363636363636364,0.4727272727272727,0,1.0,0.6912751677852349,0.8019280048810249
P0496,Juguete para perro,Mascotas,195,31,134,2025-08-12,153,0.642361111111111,0.8993288590604027,Alta,0.6871794871794872,0.15897435897435896,0,1.0,0.8993288590604027,0.8015935295129927
P0106,Organizador plastico,Hogar,135,47,115,2025-04-21,249,0.4340277777777778,0.7718120805369127,Alta,0.8518518518518519,0.34814814814814815,0,1.0,0.7718120805369127,0.8011732537907034
P0331,Lapicero gel,Papeleria,237,15,143,2025-07-30,28,0.7881944444444444,0.959731543624161,Alta,0.6033755274261603,0.06329113924050633,1,1.0,0.959731543624161,0.8005776909353496
P0051,Ramen coreano,Comida Asiatica,273,20,142,2025-05-23,92,0.9131944444444444,0.9530201342281879,Alta,0.5201465201465202,0.07326007326007326,0,1.0,0.9530201342281879,0.8005580549204709
P0308,Vaporizador de bambu,Cocina,225,34,134,2025-03-08,336,0.7465277777777778,0.8993288590604027,Alta,0.5955555555555555,0.1511111111111111,0,1.0,0.8993288590604027,0.8000208799403431
P0301,Juguete para perro,Mascotas,145,7,144,2025-01-30,237,0.46875,0.9664429530201342,Alta,0.993103448275862,0.04827586206896552,0,1.0,0.9664429530201343,0.7995880583198334
P0222,Salsa de soya,Comida Asiatica,236,56,125,2025-01-07,29,0.7847222222222222,0.8389261744966443,Alta,0.5296610169491526,0.23728813559322035,1,1.0,0.8389261744966443,0.7991354794676374
P0373,Sarten antiadherente,Cocina,170,54,117,2025-07-15,327,0.5555555555555556,0.785234899328859,Alta,0.6882352941176471,0.3176470588235294,0,1.0,0.785234899328859,0.7990998815633635
P0321,Farol decorativo,Decoracion,239,25,138,2025-11-10,65,0.7951388888888888,0.9261744966442953,Alta,0.5774058577405857,0.10460251046025104,0,1.0,0.9261744966442953,0.7987728510853388
P0433,Organizador plastico,Hogar,175,7,144,2025-12-16,296,0.5729166666666666,0.9664429530201342,Alta,0.8228571428571428,0.04,0,1.0,0.9664429530201343,0.7979328859060403
P0129,Te verde japones,Comida Asiatica,268,37,134,2025-06-27,10,0.8958333333333333,0.8993288590604027,Alta,0.5,0.13805970149253732,1,1.0,0.8993288590604027,0.7974105980166283
P0159,Shampoo canino,Mascotas,224,55,123,2025-07-30,318,0.7430555555555555,0.825503355704698,Alta,0.5491071428571429,0.24553571428571427,0,1.0,0.825503355704698,0.7967581495685523
P0290,Figura Feng Shui,Decoracion,169,15,138,2025-03-19,77,0.5520833333333333,0.9261744966442953,Alta,0.8165680473372781,0.08875739644970414,0,1.0,0.9261744966442953,0.7956038282832294
P0085,Mascarilla coreana,Belleza,199,67,113,2025-11-08,117,0.65625,0.7583892617449665,Alta,0.5678391959798995,0.33668341708542715,0,1.0,0.7583892617449665,0.7948534619405754
P0339,Cuaderno kawaii,Papeleria,131,36,119,2025-02-08,268,0.4201388888888889,0.7986577181208053,Alta,0.9083969465648855,0.2748091603053435,0,1.0,0.7986577181208053,0.7945591474973104
P0330,Shampoo canino,Mascotas,161,21,133,2025-05-28,277,0.5243055555555556,0.8926174496644295,Alta,0.8260869565217391,0.13043478260869565,0,1.0,0.8926174496644296,0.7938721914210679
P0380,Cuaderno kawaii,Papeleria,88,18,125,2025-06-17,58,0.2708333333333333,0.8389261744966443,Alta,1.4204545454545454,0.20454545454545456,0,1.0,0.8389261744966443,0.7925869432580842
P0357,Taza termica,Cocina,182,59,113,2025-07-02,146,0.5972222222222222,0.7583892617449665,Alta,0.6208791208791209,0.3241758241758242,0,1.0,0.7583892617449665,0.7923519433586548
P0079,Medias termicas,Ropa,262,11,141,2025-06-17,170,0.875,0.9463087248322147,Alta,0.5381679389312977,0.04198473282442748,0,1.0,0.9463087248322147,0.79228956401455
P0252,Crema hidratante,Belleza,23,6,119,2025-10-20,325,0.04513888888888888,0.7986577181208053,Alta,5.173913043478261,0.2608695652173913,0,1.0,0.7986577181208053,0.7917712284797199
P0364,Fideos udon,Comida Asiatica,269,43,129,2025-10-07,313,0.8993055555555555,0.8657718120805369,Alta,0.4795539033457249,0.15985130111524162,0,1.0,0.8657718120805369,0.7917018038472093
P0262,Te verde japones,Comida Asiatica,251,47,126,2025-08-05,306,0.8368055555555555,0.8456375838926175,Alta,0.50199203187251,0.18725099601593626,0,1.0,0.8456375838926175,0.7911414743709725
P0006,Incienso japones,Decoracion,176,22,132,2025-03-30,316,0.5763888888888888,0.8859060402684563,Alta,0.75,0.125,0,1.0,0.8859060402684564,0.7907718120805369
P0453,Cuaderno kawaii,Papeleria,154,40,118,2025-05-27,64,0.5,0.7919463087248322,Alta,0.7662337662337663,0.2597402597402597,0,1.0,0.7919463087248322,0.7895319445655016
P0040,Salsa de soya,Comida Asiatica,137,37,115,2025-01-22,238,0.4409722222222222,0.7718120805369127,Alta,0.8394160583941606,0.27007299270072993,0,1.0,0.7718120805369127,0.7855582227012198
P0468,Stickers decorativos,Papeleria,274,38,128,2025-09-17,358,0.9166666666666666,0.8590604026845637,Alta,0.46715328467153283,0.1386861313868613,0,1.0,0.8590604026845637,0.7854553470827415
P0143,Luz LED USB,Electronica,168,51,109,2025-08-04,184,0.548611111111111,0.7315436241610738,Alta,0.6488095238095238,0.30357142857142855,0,1.0,0.7315436241610739,0.7801773729626079
P0250,Sarten antiadherente,Cocina,195,16,131,2025-08-25,18,0.642361111111111,0.8791946308724832,Alta,0.6717948717948717,0.08205128205128205,1,1.0,0.8791946308724832,0.7801686456720014
P0466,Incienso japones,Decoracion,241,12,133,2025-07-07,128,0.8020833333333333,0.8926174496644295,Alta,0.5518672199170125,0.04979253112033195,0,1.0,0.8926174496644296,0.7777437411233952
P0237,Arena para gato,Mascotas,86,30,103,2025-07-13,166,0.2638888888888889,0.6912751677852349,Alta,1.197674418604651,0.3488372093023256,0,1.0,0.6912751677852349,0.7771499921960355
P0475,Mochi,Comida Asiatica,157,36,114,2025-01-14,178,0.5104166666666666,0.7651006711409396,Alta,0.7261146496815286,0.22929936305732485,0,1.0,0.7651006711409396,0.7753900739537468
P0089,Mascarilla coreana,Belleza,21,78,16,2025-12-24,156,0.038194444444444434,0.10738255033557047,Baja,0.7619047619047619,3.7142857142857144,0,0.0,0.10738255033557047,0.775071907957814
P0184,Cepillo facial,Belleza,140,48,102,2025-12-20,12,0.4513888888888889,0.6845637583892618,Alta,0.7285714285714285,0.34285714285714286,1,1.0,0.6845637583892618,0.7739405560882071
P0171,Cuaderno kawaii,Papeleria,211,34,120,2025-02-28,215,0.6979166666666666,0.8053691275167785,Alta,0.5687203791469194,0.16113744075829384,0,1.0,0.8053691275167785,0.7738382264066923
P0398,Crema hidratante,Belleza,210,24,124,2025-01-01,247,0.6944444444444444,0.8322147651006712,Alta,0.5904761904761905,0.11428571428571428,0,1.0,0.8322147651006712,0.7725215723873442
P0289,Taza termica,Cocina,235,37,119,2025-05-29,150,0.78125,0.7986577181208053,Alta,0.5063829787234042,0.1574468085106383,0,1.0,0.7986577181208053,0.7710866771383693
P0346,Cuaderno kawaii,Papeleria,270,7,132,2025-04-14,224,0.9027777777777778,0.8859060402684563,Alta,0.4888888888888889,0.025925925925925925,0,1.0,0.8859060402684564,0.7709569972657221
P0437,Mascarilla coreana,Belleza,131,34,108,2025-12-20,288,0.4201388888888889,0.7248322147651006,Alta,0.8244274809160306,0.2595419847328244,0,1.0,0.7248322147651006,0.7693580613760951
P0320,Luz LED USB,Electronica,238,9,130,2025-03-03,219,0.7916666666666666,0.87248322147651,Alta,0.5462184873949579,0.037815126050420166,0,1.0,0.87248322147651,0.769307991653037
P0146,Figura Feng Shui,Decoracion,263,78,104,2025-02-07,134,0.8784722222222222,0.697986577181208,Alta,0.39543726235741444,0.2965779467680608,0,1.0,0.697986577181208,0.7687115625079746
